MatchID,Home_team,Away_team,Score_home,Score_away,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
46975,Arsenal,Watford,3,2,51.1,48.9,5.0,6.0,13.0,19.0,626.0,589.0,442.0,398.0,14.0,7.0,25.0,6.0,4.0,8.0,1.0,3.0,3.0,3.0,9.0,12.0,0.0,0.0
46976,Burnley,Brighton,1,2,54.2,45.8,2.0,4.0,13.0,15.0,561.0,520.0,378.0,334.0,20.0,6.0,3.0,31.0,6.0,7.0,3.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0
46977,Chelsea,Wolves,2,0,62.9,37.1,3.0,1.0,11.0,5.0,833.0,561.0,629.0,370.0,30.0,22.0,14.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,10.0,16.0,0.0,0.0
46978,Crystal Palace,Spurs,1,1,47.2,52.8,2.0,2.0,13.0,7.0,637.0,693.0,422.0,489.0,22.0,26.0,11.0,17.0,7.0,2.0,1.0,0.0,3.0,2.0,11.0,13.0,0.0,0.0
46979,Everton,Bournemouth,1,3,70.0,30.0,5.0,7.0,13.0,13.0,916.0,507.0,687.0,282.0,26.0,18.0,23.0,12.0,2.0,5.0,0.0,1.0,1.0,0.0,11.0,9.0,0.0,0.0
46980,Leicester,Man Utd,0,2,45.8,54.2,3.0,3.0,14.0,7.0,623.0,681.0,425.0,518.0,23.0,21.0,12.0,8.0,3.0,3.0,2.0,2.0,1.0,5.0,12.0,11.0,1.0,0.0
46981,Man City,Norwich,5,0,73.1,26.9,10.0,4.0,31.0,5.0,900.0,415.0,722.0,268.0,12.0,14.0,5.0,26.0,9.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0
46982,Newcastle,Liverpool,1,3,25.3,74.7,2.0,6.0,3.0,14.0,428.0,981.0,267.0,792.0,23.0,12.0,23.0,8.0,2.0,4.0,3.0,1.0,1.0,0.0,11.0,5.0,0.0,0.0
46983,Southampton,Sheffield Utd,3,1,72.1,27.9,4.0,3.0,13.0,5.0,864.0,417.0,684.0,260.0,11.0,12.0,8.0,34.0,9.0,1.0,2.0,2.0,0.0,1.0,9.0,16.0,0.0,0.0
46984,West Ham,Aston Villa,1,1,63.0,37.0,1.0,4.0,10.0,13.0,655.0,444.0,480.0,277.0,15.0,13.0,26.0,11.0,0.0,7.0,0.0,1.0,2.0,1.0,16.0,13.0,0.0,0.0
46969,Man Utd,West Ham,1,1,57.2,42.8,4.0,3.0,11.0,12.0,775.0,613.0,609.0,441.0,9.0,20.0,8.0,18.0,2.0,3.0,3.0,1.0,3.0,1.0,10.0,9.0,0.0,0.0
46968,Liverpool,Chelsea,5,3,50.0,50.0,7.0,5.0,10.0,10.0,749.0,752.0,584.0,575.0,19.0,9.0,14.0,15.0,6.0,0.0,0.0,3.0,1.0,0.0,8.0,11.0,0.0,0.0
46973,Watford,Man City,0,4,23.1,76.9,0.0,10.0,2.0,26.0,410.0,941.0,232.0,764.0,18.0,22.0,21.0,11.0,0.0,8.0,4.0,3.0,2.0,0.0,14.0,11.0,0.0,0.0
46965,Aston Villa,Arsenal,1,0,31.0,69.0,3.0,0.0,8.0,7.0,439.0,771.0,264.0,606.0,16.0,3.0,32.0,18.0,8.0,9.0,1.0,1.0,2.0,4.0,13.0,19.0,0.0,0.0
46967,Brighton,Newcastle,0,0,62.5,37.5,3.0,1.0,11.0,12.0,725.0,497.0,542.0,315.0,12.0,15.0,19.0,23.0,9.0,7.0,1.0,1.0,4.0,2.0,13.0,12.0,0.0,0.0
46971,Sheffield Utd,Everton,0,1,50.6,49.4,0.0,2.0,8.0,5.0,651.0,660.0,468.0,472.0,17.0,10.0,12.0,29.0,7.0,1.0,1.0,2.0,1.0,3.0,11.0,19.0,0.0,0.0
46974,Wolves,Crystal Palace,2,0,53.4,46.6,5.0,3.0,11.0,7.0,651.0,594.0,465.0,404.0,18.0,13.0,14.0,18.0,5.0,2.0,0.0,1.0,2.0,1.0,11.0,15.0,0.0,0.0
46972,Spurs,Leicester,3,0,29.0,71.0,3.0,6.0,7.0,24.0,465.0,893.0,285.0,697.0,17.0,12.0,30.0,7.0,4.0,13.0,4.0,0.0,2.0,1.0,15.0,10.0,0.0,0.0
